employee_id,employee_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active
1006,Employee_1006,Female,-3,Finance,Executive,45000,1,03/11/2023,Delhi,Delhi,Neha,5,97,True
1007,Employee_1007,Female,30,IT,Engineer,25000,5,11-04-2023,Mumbai,Rajasthan,,3,88,False
1008,,Male,42,IT,Manager,-15000,5,2023-11-05,Ahmedabad,Maharashtra,Neha,,88,False
1009,Employee_1009,Male,30,Sales,Engineer,-15000,1,06/11/2023,Delhi,Gujarat,Neha,3,92,False
1010,Employee_1010,Male,-3,IT,Engineer,-15000,1,11-07-2023,Delhi,Rajasthan,Neha,4,97,False
1011,Employee_1011,Female,24,Marketing,Manager,70000,3,2023-11-08,Mumbai,Rajasthan,Neha,4,88,False
1012,Employee_1012,Female,30,HR,Executive,-15000,1,09/11/2023,Delhi,Gujarat,Amit,6,110,True
1013,Employee_1013,Female,24,Marketing,Executive,45000,3,11-10-2023,Ahmedabad,Gujarat,,4,88,False
1014,Employee_1014,Male,42,Finance,Analyst,45000,3,2023-11-11,Pune,Gujarat,Rohit,6,88,False
1015,Employee_1015,Female,42,Finance,Engineer,70000,1,12/11/2023,Pune,Delhi,Rohit,3,110,False
1016,Employee_1016,Female,24,Sales,Manager,45000,5,11-13-2023,Mumbai,Gujarat,,3,88,False
1017,Employee_1017,Male,42,Finance,Engineer,25000,5,2023-11-14,Pune,Maharashtra,Neha,6,110,False
1018,Employee_1018,Male,24,HR,Executive,45000,5,15/11/2023,Jaipur,Gujarat,Rohit,3,97,True
1019,Employee_1019,Female,30,IT,Analyst,-15000,-1,11-16-2023,Delhi,Maharashtra,Neha,3,92,False
1020,Employee_1020,Female,-3,Finance,Executive,-15000,3,2023-11-17,Jaipur,Maharashtra,Amit,6,88,True
1021,Employee_1021,Male,42,HR,Manager,45000,-1,18/11/2023,Pune,Rajasthan,Neha,5,88,False
1022,Employee_1022,Male,24,HR,Manager,45000,3,11-19-2023,Ahmedabad,Rajasthan,,4,110,True
1023,Employee_1023,Male,30,Sales,Analyst,-15000,1,2023-11-20,Mumbai,Gujarat,Amit,6,88,True
1024,Employee_1024,Female,24,HR,Engineer,70000,3,21/11/2023,Delhi,Gujarat,,4,110,True
1025,Employee_1025,Female,-3,Marketing,Engineer,70000,3,11-22-2023,Jaipur,Delhi,Neha,3,92,False
1026,Employee_1026,Male,-3,HR,Engineer,-15000,5,2023-11-23,Ahmedabad,Delhi,,,88,True
1027,Employee_1027,Female,36,IT,Analyst,-15000,-1,24/11/2023,Mumbai,Maharashtra,Rohit,6,110,False
1028,Employee_1028,Male,30,Sales,Executive,45000,1,11-25-2023,Jaipur,Rajasthan,Amit,4,97,True
1029,,Male,30,Marketing,Manager,70000,-1,2023-11-26,Ahmedabad,Maharashtra,,3,92,False
1030,Employee_1030,Male,-3,Sales,Manager,45000,3,27/11/2023,Ahmedabad,Delhi,Neha,5,110,True
1031,Employee_1031,Male,42,IT,Engineer,25000,1,11-28-2023,Jaipur,Maharashtra,Neha,4,97,True
1032,Employee_1032,Male,36,IT,Analyst,45000,1,2023-11-29,Delhi,Rajasthan,,5,110,False
1033,Employee_1033,Male,-3,Marketing,Analyst,45000,5,30/11/2023,Jaipur,Rajasthan,Amit,4,97,True
1034,Employee_1034,Female,-3,Sales,Engineer,70000,3,12-01-2023,Delhi,Maharashtra,,4,92,True
1035,Employee_1035,Male,30,HR,Analyst,-15000,5,2023-12-02,Ahmedabad,Maharashtra,Neha,6,92,True
1036,Employee_1036,Female,36,Marketing,Manager,-15000,5,03/12/2023,Ahmedabad,Rajasthan,Rohit,3,110,False
1037,Employee_1037,Male,36,IT,Analyst,70000,5,12-04-2023,Ahmedabad,Rajasthan,Neha,6,92,True
1038,Employee_1038,Female,-3,Finance,Manager,70000,5,2023-12-05,Mumbai,Gujarat,Rohit,5,110,False
1039,Employee_1039,Male,-3,HR,Engineer,70000,3,06/12/2023,Jaipur,Gujarat,,5,97,False
1040,Employee_1040,Female,30,Sales,Manager,45000,-1,12-07-2023,Ahmedabad,Delhi,,3,97,True
1041,Employee_1041,Female,42,HR,Manager,25000,3,2023-12-08,Ahmedabad,Rajasthan,Amit,5,97,True
1042,Employee_1042,Male,30,IT,Manager,-15000,3,09/12/2023,Delhi,Rajasthan,,3,92,True
1043,Employee_1043,Male,30,Marketing,Manager,25000,3,12-10-2023,Ahmedabad,Gujarat,,3,92,True
1044,Employee_1044,Female,36,Marketing,Manager,25000,5,2023-12-11,Ahmedabad,Rajasthan,,,92,False
1045,Employee_1045,Female,42,Finance,Engineer,45000,3,12/12/2023,Delhi,Rajasthan,Neha,6,88,False
1046,Employee_1046,Female,36,Marketing,Engineer,70000,5,12-13-2023,Delhi,Delhi,Neha,4,110,False
1047,Employee_1047,Male,42,Sales,Executive,70000,5,2023-12-14,Jaipur,Rajasthan,,3,97,False
1048,Employee_1048,Female,42,Marketing,Executive,45000,3,15/12/2023,Pune,Delhi,,6,88,True
1049,Employee_1049,Male,-3,HR,Engineer,25000,-1,12-16-2023,Ahmedabad,Delhi,Neha,4,92,True
1050,,Male,30,IT,Executive,-15000,5,2023-12-17,Mumbai,Maharashtra,Neha,6,92,False
1051,Employee_1051,Male,42,IT,Analyst,-15000,1,18/12/2023,Pune,Gujarat,Rohit,5,110,True
1052,Employee_1052,Male,-3,Sales,Analyst,45000,-1,12-19-2023,Ahmedabad,Delhi,Neha,6,110,False
1053,Employee_1053,Female,24,HR,Engineer,-15000,-1,2023-12-20,Delhi,Rajasthan,Rohit,3,92,True
1054,Employee_1054,Female,30,Marketing,Manager,70000,1,21/12/2023,Mumbai,Delhi,Amit,5,97,True
1055,Employee_1055,Female,36,Sales,Engineer,-15000,1,12-22-2023,Jaipur,Maharashtra,Rohit,3,97,False
1056,Employee_1056,Female,36,HR,Manager,25000,1,2023-12-23,Delhi,Gujarat,,3,88,False
1057,Employee_1057,Male,42,Marketing,Engineer,25000,1,24/12/2023,Pune,Gujarat,,5,92,True
1058,Employee_1058,Female,30,HR,Analyst,70000,3,12-25-2023,Jaipur,Gujarat,Amit,4,97,True
1059,Employee_1059,Female,30,Finance,Engineer,45000,5,2023-12-26,Jaipur,Maharashtra,Amit,6,97,False
1060,Employee_1060,Female,36,Sales,Manager,45000,5,27/12/2023,Pune,Gujarat,Neha,5,110,False
1061,Employee_1061,Female,-3,IT,Executive,25000,-1,12-28-2023,Jaipur,Maharashtra,Amit,5,97,False
1062,Employee_1062,Male,36,Finance,Manager,25000,3,2023-12-29,Pune,Gujarat,Rohit,,110,False
1063,Employee_1063,Female,24,IT,Manager,-15000,5,30/12/2023,Delhi,Gujarat,,6,92,True
1064,Employee_1064,Male,-3,Finance,Engineer,-15000,5,12-31-2023,Pune,Rajasthan,Rohit,3,110,False
1065,Employee_1065,Male,42,Finance,Analyst,70000,1,2024-01-01,Ahmedabad,Gujarat,Neha,3,88,True
1066,Employee_1066,Male,42,Marketing,Executive,-15000,1,02/01/2024,Delhi,Delhi,,4,88,False
1067,Employee_1067,Female,-3,Marketing,Analyst,25000,3,01-03-2024,Ahmedabad,Maharashtra,Rohit,5,92,True
1068,Employee_1068,Male,30,Sales,Analyst,70000,5,2024-01-04,Ahmedabad,Rajasthan,Neha,5,92,False
1069,Employee_1069,Female,-3,HR,Analyst,-15000,5,05/01/2024,Mumbai,Rajasthan,Neha,4,88,True
1070,Employee_1070,Male,-3,IT,Engineer,25000,5,01-06-2024,Ahmedabad,Gujarat,Neha,4,110,False
1071,,Female,30,IT,Engineer,25000,1,2024-01-07,Pune,Maharashtra,Rohit,6,110,True
1072,Employee_1072,Female,42,Sales,Manager,70000,-1,08/01/2024,Pune,Maharashtra,Amit,3,97,True
1073,Employee_1073,Female,24,IT,Manager,45000,5,01-09-2024,Delhi,Gujarat,,4,88,True
1074,Employee_1074,Female,42,Marketing,Manager,45000,-1,2024-01-10,Pune,Delhi,Neha,4,110,False
1075,Employee_1075,Male,30,IT,Manager,-15000,3,11/01/2024,Ahmedabad,Delhi,Amit,6,92,True
1076,Employee_1076,Male,-3,Sales,Engineer,25000,5,01-12-2024,Ahmedabad,Maharashtra,Amit,3,92,True
1077,Employee_1077,Male,36,Marketing,Engineer,45000,3,2024-01-13,Jaipur,Rajasthan,Amit,3,110,True
1078,Employee_1078,Male,42,IT,Executive,-15000,5,14/01/2024,Pune,Maharashtra,,5,97,False
1079,Employee_1079,Female,42,IT,Analyst,45000,1,01-15-2024,Jaipur,Rajasthan,Amit,3,88,False
1080,Employee_1080,Male,30,IT,Engineer,45000,5,2024-01-16,Jaipur,Maharashtra,Rohit,,92,True
1081,Employee_1081,Male,-3,HR,Manager,45000,1,17/01/2024,Jaipur,Delhi,Neha,6,88,True
1082,Employee_1082,Female,42,Marketing,Manager,-15000,1,01-18-2024,Delhi,Delhi,Rohit,5,92,False
1083,Employee_1083,Female,24,Finance,Engineer,70000,1,2024-01-19,Mumbai,Gujarat,Neha,6,92,True
1084,Employee_1084,Male,-3,Finance,Analyst,45000,-1,20/01/2024,Ahmedabad,Delhi,Amit,5,88,False
1085,Employee_1085,Female,30,HR,Engineer,45000,1,01-21-2024,Delhi,Rajasthan,,4,110,True
1086,Employee_1086,Female,36,Sales,Engineer,-15000,5,2024-01-22,Ahmedabad,Delhi,Amit,4,110,False
1087,Employee_1087,Female,30,Sales,Executive,45000,1,23/01/2024,Jaipur,Maharashtra,,6,97,True
1088,Employee_1088,Female,30,IT,Executive,-15000,3,01-24-2024,Pune,Delhi,Rohit,6,88,False
1089,Employee_1089,Male,42,IT,Manager,-15000,1,2024-01-25,Mumbai,Maharashtra,Rohit,6,92,True
1090,Employee_1090,Male,42,Marketing,Executive,70000,5,26/01/2024,Pune,Maharashtra,Rohit,3,110,True
1091,Employee_1091,Male,-3,HR,Manager,45000,5,01-27-2024,Delhi,Maharashtra,Neha,3,88,False
1092,,Male,36,IT,Manager,25000,1,2024-01-28,Ahmedabad,Maharashtra,,4,92,False
1093,Employee_1093,Female,42,Finance,Engineer,45000,1,29/01/2024,Pune,Maharashtra,Rohit,4,97,False
1094,Employee_1094,Female,24,Finance,Manager,25000,-1,01-30-2024,Ahmedabad,Gujarat,,5,88,True
1095,Employee_1095,Female,30,Finance,Executive,70000,1,2024-01-31,Ahmedabad,Delhi,Neha,4,110,False
1096,Employee_1096,Male,36,Marketing,Engineer,25000,3,01/02/2024,Jaipur,Delhi,Neha,6,88,True
1097,Employee_1097,Female,36,HR,Manager,-15000,1,02-02-2024,Mumbai,Delhi,Neha,5,92,True
1098,Employee_1098,Male,30,IT,Analyst,25000,1,2024-02-03,Ahmedabad,Maharashtra,Amit,,110,False
1099,Employee_1099,Female,36,IT,Analyst,70000,1,04/02/2024,Jaipur,Maharashtra,,4,92,False
1100,Employee_1100,Male,36,IT,Executive,25000,5,02-05-2024,Pune,Delhi,Amit,4,92,False
1101,Employee_1101,Male,-3,IT,Manager,25000,5,2024-02-06,Pune,Rajasthan,,6,92,False
1102,Employee_1102,Male,36,HR,Manager,-15000,-1,07/02/2024,Jaipur,Delhi,Rohit,4,97,True
1103,Employee_1103,Female,30,Marketing,Manager,45000,3,02-08-2024,Ahmedabad,Maharashtra,Rohit,5,88,False
1104,Employee_1104,Female,36,HR,Engineer,70000,-1,2024-02-09,Delhi,Gujarat,Rohit,5,110,True
1105,Employee_1105,Female,24,IT,Manager,25000,1,10/02/2024,Mumbai,Gujarat,Amit,3,88,True
1106,Employee_1106,Female,-3,IT,Manager,45000,1,02-11-2024,Ahmedabad,Rajasthan,,6,92,True
1107,Employee_1107,Male,24,HR,Manager,70000,1,2024-02-12,Pune,Delhi,,3,88,False
1108,Employee_1108,Female,30,IT,Engineer,70000,1,13/02/2024,Delhi,Rajasthan,Amit,6,88,True
1109,Employee_1109,Female,36,Finance,Analyst,45000,1,02-14-2024,Jaipur,Maharashtra,Neha,6,110,False
1110,Employee_1110,Female,42,Marketing,Executive,70000,-1,2024-02-15,Pune,Maharashtra,Amit,4,92,True
1111,Employee_1111,Male,30,Marketing,Engineer,45000,-1,16/02/2024,Jaipur,Delhi,Amit,4,88,False
1112,Employee_1112,Male,42,HR,Executive,-15000,-1,02-17-2024,Mumbai,Gujarat,Rohit,3,88,False
1113,,Female,24,IT,Analyst,25000,1,2024-02-18,Pune,Gujarat,,6,110,True
1114,Employee_1114,Male,42,HR,Manager,70000,3,19/02/2024,Mumbai,Delhi,Rohit,4,92,False
1115,Employee_1115,Male,36,Marketing,Executive,45000,5,02-20-2024,Delhi,Delhi,Amit,5,88,True
1116,Employee_1116,Female,24,HR,Executive,45000,1,2024-02-21,Mumbai,Delhi,,,88,True
1117,Employee_1117,Male,24,IT,Manager,70000,-1,22/02/2024,Pune,Delhi,,6,110,False
1118,Employee_1118,Male,30,HR,Executive,45000,-1,02-23-2024,Ahmedabad,Rajasthan,Rohit,6,88,False
1119,Employee_1119,Male,36,Marketing,Executive,25000,5,2024-02-24,Mumbai,Delhi,Neha,4,97,True
1120,Employee_1120,Female,36,IT,Engineer,-15000,5,25/02/2024,Pune,Maharashtra,Neha,3,88,False
1121,Employee_1121,Male,24,HR,Engineer,-15000,3,02-26-2024,Delhi,Gujarat,Rohit,5,92,True
1122,Employee_1122,Male,-3,Finance,Engineer,-15000,1,2024-02-27,Jaipur,Maharashtra,Neha,6,92,True
1123,Employee_1123,Male,30,Marketing,Analyst,-15000,5,28/02/2024,Mumbai,Rajasthan,Rohit,3,110,False
1124,Employee_1124,Male,24,IT,Manager,70000,5,02-29-2024,Jaipur,Delhi,Rohit,4,110,True
1125,Employee_1125,Female,42,Finance,Analyst,45000,3,2024-03-01,Pune,Rajasthan,Amit,6,88,True
1126,Employee_1126,Male,36,Finance,Analyst,45000,-1,02/03/2024,Delhi,Delhi,Rohit,3,88,False
1127,Employee_1127,Male,42,Marketing,Executive,45000,1,03-03-2024,Ahmedabad,Rajasthan,Neha,5,110,False
1128,Employee_1128,Female,42,HR,Manager,-15000,5,2024-03-04,Mumbai,Rajasthan,Rohit,5,97,True
1129,Employee_1129,Male,36,Sales,Engineer,70000,5,05/03/2024,Mumbai,Delhi,Rohit,5,92,True
1130,Employee_1130,Female,36,Sales,Manager,-15000,1,03-06-2024,Jaipur,Gujarat,Neha,3,97,False
1131,Employee_1131,Female,36,IT,Engineer,70000,5,2024-03-07,Pune,Delhi,Amit,3,110,True
1132,Employee_1132,Male,42,Finance,Analyst,-15000,1,08/03/2024,Jaipur,Gujarat,Neha,6,110,False
1133,Employee_1133,Female,36,Finance,Executive,-15000,5,03-09-2024,Jaipur,Delhi,Amit,5,88,True
1134,,Male,36,Sales,Analyst,-15000,3,2024-03-10,Jaipur,Maharashtra,Rohit,,97,False
1135,Employee_1135,Male,-3,Sales,Engineer,70000,3,11/03/2024,Delhi,Rajasthan,,3,97,True
1136,Employee_1136,Male,42,IT,Engineer,25000,5,03-12-2024,Ahmedabad,Maharashtra,Neha,4,92,False
1137,Employee_1137,Male,30,Sales,Executive,25000,5,2024-03-13,Pune,Delhi,,5,88,False
1138,Employee_1138,Male,24,Marketing,Engineer,70000,1,14/03/2024,Ahmedabad,Delhi,,6,88,False
1139,Employee_1139,Female,42,HR,Executive,70000,3,03-15-2024,Jaipur,Delhi,Rohit,3,110,False
1140,Employee_1140,Female,30,Marketing,Engineer,45000,3,2024-03-16,Delhi,Delhi,,4,110,False
1141,Employee_1141,Male,24,IT,Manager,45000,-1,17/03/2024,Ahmedabad,Gujarat,Neha,3,97,True
1142,Employee_1142,Male,-3,Finance,Analyst,25000,1,03-18-2024,Jaipur,Maharashtra,Neha,5,88,False
1143,Employee_1143,Male,36,Marketing,Executive,25000,1,2024-03-19,Delhi,Rajasthan,Rohit,6,110,True
1144,Employee_1144,Female,30,Finance,Manager,-15000,1,20/03/2024,Pune,Rajasthan,Neha,4,92,False
1145,Employee_1145,Female,-3,Sales,Engineer,-15000,-1,03-21-2024,Mumbai,Maharashtra,,6,110,False
1146,Employee_1146,Female,36,Marketing,Analyst,-15000,1,2024-03-22,Pune,Delhi,Amit,3,88,False
1147,Employee_1147,Male,36,Finance,Manager,45000,-1,23/03/2024,Ahmedabad,Rajasthan,Rohit,6,92,True
1148,Employee_1148,Male,-3,IT,Manager,45000,-1,03-24-2024,Mumbai,Gujarat,Rohit,5,97,True
1149,Employee_1149,Male,-3,HR,Engineer,70000,-1,2024-03-25,Ahmedabad,Maharashtra,Neha,5,92,True
1150,Employee_1150,Male,42,Sales,Analyst,-15000,5,26/03/2024,Pune,Gujarat,Rohit,4,88,False
1151,Employee_1151,Female,24,HR,Manager,25000,3,03-27-2024,Delhi,Gujarat,Neha,6,88,False
1152,Employee_1152,Male,30,Sales,Executive,70000,3,2024-03-28,Ahmedabad,Delhi,Neha,,97,False
1153,Employee_1153,Male,-3,Marketing,Manager,70000,1,29/03/2024,Mumbai,Delhi,Neha,5,97,True
1154,Employee_1154,Female,36,Finance,Analyst,25000,3,03-30-2024,Delhi,Maharashtra,Rohit,4,97,True
1155,,Male,42,Marketing,Engineer,25000,5,2024-03-31,Pune,Gujarat,,3,92,False
1156,Employee_1156,Male,36,IT,Executive,70000,-1,01/04/2024,Ahmedabad,Rajasthan,Amit,3,88,True
1157,Employee_1157,Female,36,Marketing,Executive,-15000,-1,04-02-2024,Mumbai,Gujarat,Rohit,6,88,False
1158,Employee_1158,Female,30,HR,Manager,-15000,5,2024-04-03,Pune,Delhi,Amit,4,88,True
1159,Employee_1159,Male,24,HR,Engineer,45000,5,04/04/2024,Ahmedabad,Rajasthan,Rohit,4,88,False
1160,Employee_1160,Male,-3,HR,Engineer,70000,3,04-05-2024,Jaipur,Rajasthan,Neha,3,110,True
1161,Employee_1161,Female,36,Marketing,Analyst,-15000,3,2024-04-06,Mumbai,Maharashtra,Rohit,6,110,True
1162,Employee_1162,Male,30,IT,Analyst,70000,5,07/04/2024,Pune,Gujarat,Amit,5,110,False
1163,Employee_1163,Male,36,Marketing,Analyst,25000,5,04-08-2024,Ahmedabad,Rajasthan,Neha,6,92,False
1164,Employee_1164,Male,24,Marketing,Manager,70000,5,2024-04-09,Delhi,Delhi,Amit,3,92,True
1165,Employee_1165,Female,30,IT,Analyst,25000,5,10/04/2024,Jaipur,Gujarat,,4,88,False
1166,Employee_1166,Female,24,IT,Executive,25000,5,04-11-2024,Mumbai,Rajasthan,Rohit,5,92,False
1167,Employee_1167,Female,42,HR,Engineer,-15000,-1,2024-04-12,Delhi,Maharashtra,Rohit,4,97,False
1168,Employee_1168,Female,36,Marketing,Manager,25000,-1,13/04/2024,Mumbai,Maharashtra,,6,88,False
1169,Employee_1169,Female,30,Sales,Manager,25000,-1,04-14-2024,Jaipur,Maharashtra,,4,88,True
1170,Employee_1170,Female,-3,Sales,Analyst,25000,3,2024-04-15,Ahmedabad,Delhi,Amit,,88,True
1171,Employee_1171,Female,36,HR,Manager,70000,-1,16/04/2024,Pune,Rajasthan,,4,110,True
1172,Employee_1172,Female,-3,HR,Engineer,45000,-1,04-17-2024,Delhi,Maharashtra,Rohit,3,97,False
1173,Employee_1173,Female,24,Marketing,Engineer,25000,-1,2024-04-18,Pune,Gujarat,Amit,5,88,False
1174,Employee_1174,Female,24,HR,Analyst,70000,3,19/04/2024,Jaipur,Rajasthan,Neha,5,92,True
1175,Employee_1175,Female,24,Finance,Analyst,45000,5,04-20-2024,Delhi,Rajasthan,,5,97,True
1176,,Male,-3,Marketing,Manager,70000,5,2024-04-21,Delhi,Maharashtra,Rohit,6,88,False
1177,Employee_1177,Male,-3,Marketing,Manager,-15000,3,22/04/2024,Pune,Delhi,Rohit,5,110,False
1178,Employee_1178,Female,24,Marketing,Analyst,45000,1,04-23-2024,Mumbai,Maharashtra,Neha,5,97,True
1179,Employee_1179,Male,-3,Marketing,Engineer,25000,5,2024-04-24,Jaipur,Gujarat,Amit,5,110,False
1180,Employee_1180,Male,36,Marketing,Analyst,45000,1,25/04/2024,Pune,Delhi,Rohit,4,92,True
1181,Employee_1181,Female,42,HR,Engineer,45000,3,04-26-2024,Jaipur,Rajasthan,Neha,4,110,False
1182,Employee_1182,Female,42,Marketing,Analyst,45000,1,2024-04-27,Ahmedabad,Gujarat,Rohit,6,97,True
1183,Employee_1183,Male,42,Finance,Executive,45000,3,28/04/2024,Pune,Delhi,Rohit,3,97,False
1184,Employee_1184,Male,24,Sales,Engineer,45000,1,04-29-2024,Delhi,Gujarat,Neha,4,97,True
1185,Employee_1185,Female,42,Sales,Executive,70000,3,2024-04-30,Jaipur,Delhi,Amit,5,110,False
1186,Employee_1186,Female,42,Sales,Analyst,70000,3,01/05/2024,Mumbai,Gujarat,Amit,5,97,True
1187,Employee_1187,Male,36,Sales,Engineer,-15000,-1,05-02-2024,Ahmedabad,Maharashtra,Amit,5,110,True
1188,Employee_1188,Male,24,Finance,Executive,70000,5,2024-05-03,Pune,Rajasthan,Amit,,97,True
1189,Employee_1189,Female,24,Sales,Manager,70000,1,04/05/2024,Pune,Rajasthan,,3,97,False
1190,Employee_1190,Female,30,IT,Executive,25000,1,05-05-2024,Ahmedabad,Delhi,Amit,4,88,True
1191,Employee_1191,Female,30,Finance,Engineer,25000,-1,2024-05-06,Mumbai,Delhi,Neha,6,92,False
1192,Employee_1192,Female,24,IT,Analyst,45000,3,07/05/2024,Pune,Gujarat,Neha,3,110,False
1193,Employee_1193,Male,30,Finance,Engineer,-15000,5,05-08-2024,Mumbai,Gujarat,Rohit,6,92,False
1194,Employee_1194,Male,-3,IT,Executive,-15000,5,2024-05-09,Delhi,Maharashtra,Neha,3,97,False
1195,Employee_1195,Male,42,Marketing,Executive,25000,3,10/05/2024,Pune,Rajasthan,Neha,4,110,True
1196,Employee_1196,Female,36,HR,Manager,45000,3,05-11-2024,Ahmedabad,Delhi,,5,110,True
1197,,Female,30,HR,Analyst,-15000,1,2024-05-12,Jaipur,Gujarat,Rohit,5,92,True
1198,Employee_1198,Female,36,Marketing,Engineer,70000,1,13/05/2024,Delhi,Delhi,Neha,5,97,False
1199,Employee_1199,Female,-3,Sales,Analyst,-15000,-1,05-14-2024,Jaipur,Rajasthan,Amit,6,110,False
1200,Employee_1200,Female,30,HR,Engineer,-15000,1,2024-05-15,Mumbai,Gujarat,Amit,6,110,True
1201,Employee_1201,Male,36,HR,Engineer,-15000,3,16/05/2024,Delhi,Maharashtra,Amit,6,92,True
1202,Employee_1202,Female,30,Finance,Manager,45000,-1,05-17-2024,Ahmedabad,Maharashtra,Neha,5,110,False
1203,Employee_1203,Female,30,Sales,Analyst,70000,-1,2024-05-18,Delhi,Delhi,,4,92,False
1204,Employee_1204,Female,42,Finance,Manager,70000,5,19/05/2024,Mumbai,Maharashtra,Rohit,5,88,True
1205,Employee_1205,Male,42,Finance,Manager,-15000,5,05-20-2024,Ahmedabad,Gujarat,Neha,5,92,False
1206,Employee_1206,Male,42,IT,Executive,70000,5,2024-05-21,Mumbai,Delhi,Rohit,,110,True
1207,Employee_1207,Male,24,Marketing,Executive,70000,5,22/05/2024,Delhi,Rajasthan,Neha,5,88,True
1208,Employee_1208,Female,42,Marketing,Executive,-15000,5,05-23-2024,Ahmedabad,Maharashtra,Amit,3,110,True
1209,Employee_1209,Female,36,IT,Executive,-15000,3,2024-05-24,Mumbai,Gujarat,Amit,4,110,False
1210,Employee_1210,Male,36,HR,Analyst,70000,3,25/05/2024,Mumbai,Gujarat,Neha,4,97,False
1211,Employee_1211,Female,-3,HR,Executive,45000,1,05-26-2024,Ahmedabad,Maharashtra,Rohit,3,88,True
1212,Employee_1212,Female,24,HR,Executive,45000,3,2024-05-27,Ahmedabad,Rajasthan,Amit,4,92,False
1213,Employee_1213,Female,24,IT,Executive,70000,3,28/05/2024,Jaipur,Gujarat,,4,110,True
1214,Employee_1214,Male,36,HR,Analyst,45000,5,05-29-2024,Ahmedabad,Gujarat,,4,92,False
1215,Employee_1215,Female,30,Finance,Engineer,-15000,5,2024-05-30,Jaipur,Maharashtra,Neha,6,88,True
1216,Employee_1216,Male,30,Marketing,Executive,45000,1,31/05/2024,Ahmedabad,Maharashtra,Amit,3,92,True
1217,Employee_1217,Male,42,Finance,Analyst,-15000,3,06-01-2024,Jaipur,Delhi,Neha,6,92,True
1218,,Male,-3,Sales,Analyst,45000,1,2024-06-02,Delhi,Delhi,Neha,6,97,True
1219,Employee_1219,Female,42,IT,Analyst,-15000,-1,03/06/2024,Ahmedabad,Delhi,,3,110,True
1220,Employee_1220,Female,24,Sales,Executive,25000,1,06-04-2024,Ahmedabad,Delhi,Amit,4,92,False
1221,Employee_1221,Male,30,Finance,Manager,-15000,5,2024-06-05,Pune,Rajasthan,,4,92,True
1222,Employee_1222,Female,36,Finance,Manager,25000,-1,06/06/2024,Pune,Rajasthan,Amit,6,92,True
1223,Employee_1223,Male,36,Sales,Analyst,-15000,5,06-07-2024,Ahmedabad,Rajasthan,Neha,5,92,False
1224,Employee_1224,Female,-3,Marketing,Manager,45000,1,2024-06-08,Mumbai,Rajasthan,Rohit,,110,False
1225,Employee_1225,Female,42,Finance,Engineer,-15000,1,09/06/2024,Delhi,Rajasthan,Neha,4,88,True
1226,Employee_1226,Male,30,Finance,Analyst,25000,5,06-10-2024,Delhi,Gujarat,Amit,5,97,False
1227,Employee_1227,Female,30,Sales,Manager,45000,1,2024-06-11,Ahmedabad,Maharashtra,Neha,3,97,True
1228,Employee_1228,Male,24,HR,Manager,25000,3,12/06/2024,Jaipur,Rajasthan,Amit,5,110,True
1229,Employee_1229,Male,-3,IT,Engineer,70000,5,06-13-2024,Pune,Gujarat,Neha,5,97,False
1230,Employee_1230,Female,42,IT,Engineer,25000,5,2024-06-14,Delhi,Maharashtra,Amit,4,92,False
1231,Employee_1231,Female,30,Sales,Executive,45000,5,15/06/2024,Delhi,Gujarat,Amit,6,110,True
1232,Employee_1232,Female,30,Marketing,Engineer,45000,5,06-16-2024,Jaipur,Gujarat,Amit,5,88,True
1233,Employee_1233,Male,42,Marketing,Executive,25000,-1,2024-06-17,Mumbai,Delhi,Neha,6,97,True
1234,Employee_1234,Female,36,Sales,Executive,45000,-1,18/06/2024,Mumbai,Delhi,Rohit,4,110,False
1235,Employee_1235,Male,36,Finance,Engineer,45000,5,06-19-2024,Mumbai,Maharashtra,Neha,4,110,False
1236,Employee_1236,Female,42,HR,Analyst,25000,1,2024-06-20,Ahmedabad,Delhi,Neha,3,92,True
1237,Employee_1237,Male,24,Finance,Analyst,25000,3,21/06/2024,Pune,Delhi,,3,97,False
1238,Employee_1238,Male,30,Marketing,Executive,25000,3,06-22-2024,Jaipur,Delhi,Amit,3,110,True
1239,,Female,36,Sales,Analyst,25000,5,2024-06-23,Ahmedabad,Delhi,Rohit,5,92,False
1240,Employee_1240,Male,42,Marketing,Analyst,-15000,1,24/06/2024,Jaipur,Rajasthan,,6,92,True
1241,Employee_1241,Male,36,IT,Analyst,45000,1,06-25-2024,Jaipur,Rajasthan,Neha,6,88,True
1242,Employee_1242,Female,24,HR,Analyst,45000,1,2024-06-26,Mumbai,Rajasthan,Amit,,110,True
1243,Employee_1243,Female,30,IT,Executive,25000,5,27/06/2024,Pune,Delhi,Neha,3,92,True
1244,Employee_1244,Male,42,Sales,Executive,45000,-1,06-28-2024,Jaipur,Gujarat,,4,92,False
1245,Employee_1245,Female,36,Sales,Executive,70000,3,2024-06-29,Mumbai,Gujarat,Neha,3,97,False
1246,Employee_1246,Male,42,Finance,Executive,-15000,1,30/06/2024,Mumbai,Maharashtra,,6,88,True
1247,Employee_1247,Female,24,Finance,Manager,-15000,3,07-01-2024,Delhi,Maharashtra,,6,92,False
1248,Employee_1248,Female,24,Sales,Analyst,45000,1,2024-07-02,Jaipur,Gujarat,Rohit,3,88,False
